SongID,Song Name,Lyricists_1,Lyricists_2,Lyricists_3,Lyricists_4,Lyricists_5,Lyricists_6,Music_Director_1,Music_Director_2,Music_Director_3,Singer_1,Singer_2,Singer_3,Singer_4,Singer_5,Singer_6,Singer_7,Cast_1,Casts_2,Casts_3,Casts_4,Casts_5,Casts_6,Casts_7,Casts_8,Casts_9,Casts_10,Casts_11,Casts_12,Casts_13,Casts_14,Year,Lyrics,cleaned_Lyrics
16,Meetha Sa,Virag Mishra,,,,,,Bappa Lahiri,,,Kailash Kher,Suzanne DMello,,,,,,Sanjay Suri,Jimmy Sheirgill,Aindrita Ray,Hazel,Sachin Khedekar,Nassar Abdulla,Saurabh Dubey,,,,,,,,2010.0,"

--Male--
Aaaaa Aaaaa
--Female--
Aaaaaa
Aaaaaa
--Male--
Meetha Sa Ishq Laage
Kadvi Judayi
Yaar Mera Sacha Laage
Jhooti Khudayi
Meetha Sa Ishq Laage
Kadvi Judayi
Yaar Mera Sacha Laage
Jhooti Khudayi
Chandni Ne Tan Pe Mere
Chaadar Bhichayee
Odha Jo Tune Mujhko
Saans Laut Aayi
Chandni Ne Tan Pe Mere
Chaadar Bhichayee
Odha Jo Tune Mujhko
Saans Laut Aayi
Ohooooo Ohhoooo
--Female--
Yeh Aalam Hai Ishq Ishq Aalam Hai
--Male--
Ohooooo Ohhoooo
--Female--
Yeh Aalam Hai Ishq Ishq Aalam Hai

--Male--
Mehndi Ka Rang Jhat Se Gehra Gaya
Ek Pal Mein Haaye Kya Hua
Payalo Ka Shor Jaane Kaise Tham Gaya
Ek Pal Mein Haaye Kya Hua
Mann Maane Na
Kuch Jaane Na
Bawra Pankhudi Sa Ude
Tana Dir Tana Tana.... 
(Aaaaa, Yeh Aalam Hai Ishq Ishq Aalam Hai)

--Male--
Bole Bina Kitna Kuch Keh Gaya
Raat Bhar Mein Sochta Raha
Ek Masiaah Mujhko Chuu Kar Gaya
Kaun Tha Mein Dhoondta Gaya
Mann Maane Na
Kuch Jaane Na
Bawra Pankhudi Sa Ude
Tana Dir Tana Tana.... 
(Aaaaa, Yeh Aalam Hai Ishq Ishq Aalam Hai)
--Male--
Meetha Sa Ishq Laage
Kadvi Judayi
Yaar Mera Sacha Laage
Jhooti Khudayi
Meetha Sa Ishq Laage...",male aaaaa aaaaa female aaaaaa aaaaaa male meetha sa ishq laage kadvi judayi yaar mera sacha laage jhooti khudayi meetha sa ishq laage kadvi judayi yaar mera sacha laage jhooti khudayi chandni ne tan pe mere chaadar bhichayee odha jo tune mujhko saans laut aayi chandni ne tan pe mere chaadar bhichayee odha jo tune mujhko saans laut aayi ohooooo ohhoooo female yeh aalam hai ishq ishq aalam hai male ohooooo ohhoooo female yeh aalam hai ishq ishq aalam hai male mehndi ka rang jhat se gehra gaya ek pal mein haaye kya hua payalo ka shor jaane kaise tham gaya ek pal mein haaye kya hua mann maane na kuch jaane na bawra pankhudi sa ude tana dir tana tana aaaaa yeh aalam hai ishq ishq aalam hai male bole bina kitna kuch keh gaya raat bhar mein sochta raha ek masiaah mujhko chuu kar gaya kaun tha mein dhoondta gaya mann maane na kuch jaane na bawra pankhudi sa ude tana dir tana tana aaaaa yeh aalam hai ishq ishq aalam hai male meetha sa ishq laage kadvi judayi yaar mera sacha laage jhooti khudayi meetha sa ishq laage
17,Dil Kashi,Virag Mishra,,,,,,Bappa Lahiri,,,Sonu Nigam,Tulsi Kumar,Raja Hasan,Aditi Singh,,,,Sanjay Suri,Jimmy Sheirgill,Aindrita Ray,Hazel,Sachin Khedekar,Nassar Abdulla,Saurabh Dubey,,,,,,,,2010.0,"

--Male1--
Ankhiyon Hi Ankhiyon Mein
Ratiyaan Yeh Kaatne Do
Neend Meri Udhi Udhi Re
Chaandni Mein Aaj Bheeg Lo,
Roshni Se Jism Seench Lo
--Female1--
Now All Night Slow It Down Boy,
B'coz I'm With You Tonight
My Eye On My, Let's Get It On Boy
B'coz You Are Mine Tonight
It's All About To Not
Just See You All Night Yeah
It's All About To Not
Just See You All Night Yeah
--Male2--
Jaagti Huwi Raaton Ko
Neend Bakhsh Do
Bezubaan Se Khaamoshi
Ko Lafz Bakhsh Do
Khuwahishon Sa Utho,
Barishon Sa Bhigo
Dil Kashi, Hai Dil Kashi,
Dil Kashi, Hai Dil Kashi
Dilkashi

--Female2--
Harf Harf Na Horon Se
Paalte Likho Jismon Pe
Kal Subah Padhenge Chand Se
Har Taraf Ujaala Jag Mein
Sarson Ki Siyaahi Le Ke
Kal Subah Sunenge Chand Se
--Male2--
Khushbu Ke Nishaan Na Honge
Kal Hum Tum Jawaan Na Honge
Aaj Hey Masti
Dil Kashi, Hai Dil Kashi,
Dil Kashi, Hai Dil Kashi
Dilkashi

--Male1--
Oooooo
--Female1--
Now All Night Slow It Down Boy,
B'coz I'm With You Tonight
My Eye On My, Let's Get It On Boy
B'coz You Are Mine Tonight
It's All About To Not
Just See You All Night Yeah
It's All About To Not
Just See You All Night Yeah
--Female2--
Ishq Ko Sanwarta Dekhun
Kuch To Laal Mein Bhi Dekhun
Rangon Mein Ghuloon Mein Rang Sa
Aati Jaati Saansain Meri
Keh Rahi Ke Dhadkan Thehri
Mehki Jaane Kyun Main Yaar Sa
--Male2--
Mere Toote Toote Se Sapne
Jora Tukdha Tukdha Hai Rab Ne
Jab Se Tu Hai Mili
Dil Kashi, Hai Dil Kashi,
Dil Kashi, Hai Dil Kashi
Dilkashi
Jaagti Huwi Raaton Ko
Neend Bakhsh Do
Bezubaan Se Khaamoshi Ko
Lafz Bakhsh Do
--Female2--
Khuwahishon Sa Utho,
Barishon Sa Bhigo
--Male2--
Dil Kashi, Hai Dil Kashi,
Dil Kashi, Hai Dil Kashi
Dilkashi

--Female1--
Ta Na Na Ta Na Na Yeah
Ta Na Na Ta Na Na Yeah

--Male2--
Dilkashi",male ankhiyon hi ankhiyon mein ratiyaan yeh kaatne neend meri udhi udhi chaandni mein aaj bheeg lo roshni se jism seench lo female night slow boy bcoz im tonight eye lets get boy bcoz mine tonight see night yeah see night yeah male jaagti huwi raaton ko neend bakhsh bezubaan se khaamoshi ko lafz bakhsh khuwahishon sa utho barishon sa bhigo dil kashi hai dil kashi dil kashi hai dil kashi dilkashi female harf harf na horon se paalte likho jismon pe kal subah padhenge chand se har taraf ujaala jag mein sarson ki siyaahi le ke kal subah sunenge chand se male khushbu ke nishaan na honge kal hum tum jawaan na honge aaj hey masti dil kashi hai dil kashi dil kashi hai dil kashi dilkashi male oooooo female night slow boy bcoz im tonight eye lets get boy bcoz mine tonight see night yeah see night yeah female ishq ko sanwarta dekhun kuch laal mein bhi dekhun rangon mein ghuloon mein rang sa aati jaati saansain meri keh rahi ke dhadkan thehri mehki jaane kyun main yaar sa male mere toote toote se sapne jora tukdha tukdha hai rab ne jab se tu hai mili dil kashi hai dil kashi dil kashi hai dil kashi dilkashi jaagti huwi raaton ko neend bakhsh bezubaan se khaamoshi ko lafz bakhsh female khuwahishon sa utho barishon sa bhigo male dil kashi hai dil kashi dil kashi hai dil kashi dilkashi female ta na na ta na na yeah ta na na ta na na yeah male dilkashi
18,Chal Halke Halke,Virag Mishra,,,,,,Bappa Lahiri,,,Sunidhi Chauhan,Raja Hasan,Bappi Lahiri,,,,,Sanjay Suri,Jimmy Sheirgill,Aindrita Ray,Hazel,Sachin Khedekar,Nassar Abdulla,Saurabh Dubey,,,,,,,,2010.0,"

--Male1--
Aray Peeli Chotiyaan,
Hawaeyn Sehen Si
Maahtaab Nazrain Teri,
Ya Khuda Ab Kya Karain

--Female--
Aankhain Meri Khargoshi
Honton Mein Hai Madhoshi
Chaand Ki Chudhi Meri Hai
O O Maarungi Main Do Choti
Ro Doongi Jhooti Mooti
Baadal Yeh Mere Peeche Hai
Sun Jharne, Tu Seedhe Kiyun Girey Hai
Tu Aaj Chal, Tu Mere Jaisa Ulta Chal
--Male1 And Male2--
Chal Halke Halke Ladhki Tu,
Itni Kya Jaldi Hai
Sab Ko Yeh Hawa Batlaati Thi,
Tu Ghar Se Nikalti Hai

--Female--
Main Raaton Se Jhagadh Loongi
Uchal Ke Chaand Ko Pakadh Loongi
Main Gir Gir Ke Sambhal Loongi
Main Saat Rangon Ko Badal Doongi
Cheezain Meri Lekhe Tu
Kyun Phir Se Nikalta Hai Paagal
--Male1 And Male2--
Chal Halke Halke Ladhki Tu,
Itni Kya Jaldi Hai
Sab Ko Yeh Hawa Batlaati Thi,
Tu Ghar Se Nikalti Hai

--Female--
Main Titlee Ki Saheli Hoon
Main Zulfon Mein Lipti Paheli Hoon
Baraf Ki Taraf Hai Ghar Mera
Odh Le Dhoop Woh Peeli Hoon
Sooraj Mere Chaaon
Le Kar Kiyun Doobta Hai Paagal
--Male1 And Male2--
Chal Halke Halke Ladhki Tu,
Itni Kya Jaldi Hai
Sab Ko Yeh Hawa Batlaati Thi,
Tu Ghar Se Nikalti Hai

--Female--
Aankhain Meri Khargoshi
Honton Mein Hai Madhoshi
Chaand Ki Chudhi Meri Hai
O O Maarungi Main Do Choti
Ro Doongi Jhooti Mooti
Baadal Yeh Mere Peeche Hai
Sun Jharne, Tu Seedhe Kiyun Girey Hai
Tu Aaj Chal, Tu Mere Jaisa Ulta Chal
--Male1 And Male2--
Chal Halke Halke Ladhki Tu,
Itni Kya Jaldi Hai
Sab Ko Yeh Hawa Batlaati Thi,
Tu Ghar Se Nikalti Hai",male aray peeli chotiyaan hawaeyn sehen si maahtaab nazrain teri ya khuda ab kya karain female aankhain meri khargoshi honton mein hai madhoshi chaand ki chudhi meri hai maarungi main choti ro doongi jhooti mooti baadal yeh mere peeche hai sun jharne tu seedhe kiyun girey hai tu aaj chal tu mere jaisa ulta chal male male chal halke halke ladhki tu itni kya jaldi hai sab ko yeh hawa batlaati thi tu ghar se nikalti hai female main raaton se jhagadh loongi uchal ke chaand ko pakadh loongi main gir gir ke sambhal loongi main saat rangon ko badal doongi cheezain meri lekhe tu kyun phir se nikalta hai paagal male male chal halke halke ladhki tu itni kya jaldi hai sab ko yeh hawa batlaati thi tu ghar se nikalti hai female main titlee ki saheli hoon main zulfon mein lipti paheli hoon baraf ki taraf hai ghar mera odh le dhoop woh peeli hoon sooraj mere chaaon le kar kiyun doobta hai paagal male male chal halke halke ladhki tu itni kya jaldi hai sab ko yeh hawa batlaati thi tu ghar se nikalti hai female aankhain meri khargoshi honton mein hai madhoshi chaand ki chudhi meri hai maarungi main choti ro doongi jhooti mooti baadal yeh mere peeche hai sun jharne tu seedhe kiyun girey hai tu aaj chal tu mere jaisa ulta chal male male chal halke halke ladhki tu itni kya jaldi hai sab ko yeh hawa batlaati thi tu ghar se nikalti hai
19,Pyar Itna Na Kar,Virag Mishra,,,,,,Bappa Lahiri,,,Shreya Ghoshal,,,,,,,Sanjay Suri,Jimmy Sheirgill,Aindrita Ray,Hazel,Sachin Khedekar,Nassar Abdulla,Saurabh Dubey,,,,,,,,2010.0,"

Pyar Itna Na Kar
Yeh Dil Jaata Hai Bhar
U Na Hum De Bhula,
Khud Ko Hi Hum
Aise Pyar Itna Na Kar
Yeh Dil Jaata Hai Bhar
U Na Hum De Bhula
Khud Ko Hi Hum Aise
Pyar Itna Na Kar
Yeh Dil Jaata Hai Bhar

Karwat Karwat Sadiyaan Guzri
Udhte Lamhe Ko Kya Ginna
Tere Kaandhe Jag Ho Bana Kar
Aankhain Kholain Sapne Bunna
Zindagi De Bita Ek Ghar Mein Hum
Aise Pyar Itna Na Kar
Yeh Dil Jaata Hai Bhar

Ha Itni Aage Hum Hain Nikle
Duniya Peeche Reh Si Gayi Hai
Unke kadmon Se Chalne Ke
Aadat Apni Choot Gayi Hai
Meethi Si Yaad Bhar
Ban Baithe Hain Apni
Pyar Itna Na Kar
Yeh Dil Jaata Hai Bhar
U Na Hum De Bhula,
Khud Ko Hi Hum
Aise Pyar Itna Na Kar
Yeh Dil Jaata Hai Bhar


O Na Na
Aaaaaaa",pyar itna na kar yeh dil jaata hai bhar u na hum de bhula khud ko hi hum aise pyar itna na kar yeh dil jaata hai bhar u na hum de bhula khud ko hi hum aise pyar itna na kar yeh dil jaata hai bhar karwat karwat sadiyaan guzri udhte lamhe ko kya ginna tere kaandhe jag ho bana kar aankhain kholain sapne bunna zindagi de bita ek ghar mein hum aise pyar itna na kar yeh dil jaata hai bhar ha itni aage hum hain nikle duniya peeche reh si gayi hai unke kadmon se chalne ke aadat apni choot gayi hai meethi si yaad bhar ban baithe hain apni pyar itna na kar yeh dil jaata hai bhar u na hum de bhula khud ko hi hum aise pyar itna na kar yeh dil jaata hai bhar na na aaaaaaa
20,Zaraa Maara Maara Sa,-,,,,,,Tutul,Hanif Sheikh,Bapi,Shaan,,,,,,,Mushtaq Khan,Sumona Chakravarti,Navni Parihar,Amar   Sidhu,Nagesh Bhonsle,Anant Jog,,,,,,,,,2010.0,"Zaraa Maara Maara Sa
Jaane Kyun Dil Ye Ban Ban Ke Banjara
Darbadar Hai Bhatakta Yun Awaara
(Zaraa, Zaraa, Zaraa Gumshuda Sa) - 2) - 2

Woo Kya Ptaa Meri Takdeer Kya Hai
Main Na Jaanu Likha Kya Khuda Ne
Main Naye Raaste Dhoondta Hoon
Mil Rahe Hain Puraane Thikaane
Zaraa Maara Maara Sa
Jaane Kyun Dil Ye Ban Ban Ke Banjara
Darbadar Hai Bhatakta Yun Awaara
(Zaraa, Zaraa, Zaraa Gumshuda Sa) - 2

Hey Main Kahan Aa Gaya Hoon Kahan Se
Aur Na Jaane Kahan Jaa Rahan Hoon
Chaan Ke Khaak Rahon Ki Yun Hi
Yun Hi Jeeta Chale Jaa Raha Hoon
Zaraa Maara Maara Sa
Jaane Kyun Dil Ye Ban Ban Ke Banjara
Darbadar Hai Bhatakta Yun Awaara
(Zaraa, Zaraa, Zaraa Gumshuda Sa) - 2",zaraa maara maara sa jaane kyun dil ye ban ban ke banjara darbadar hai bhatakta yun awaara zaraa zaraa zaraa gumshuda sa woo kya ptaa meri takdeer kya hai main na jaanu likha kya khuda ne main naye raaste dhoondta hoon mil rahe hain puraane thikaane zaraa maara maara sa jaane kyun dil ye ban ban ke banjara darbadar hai bhatakta yun awaara zaraa zaraa zaraa gumshuda sa hey main kahan aa gaya hoon kahan se aur na jaane kahan jaa rahan hoon chaan ke khaak rahon ki yun hi yun hi jeeta chale jaa raha hoon zaraa maara maara sa jaane kyun dil ye ban ban ke banjara darbadar hai bhatakta yun awaara zaraa zaraa zaraa gumshuda sa
21,Maula Mere Maula Mere,-,,,,,,Tutul,Hanif Sheikh,Bapi,Roop Kumar Rathod,,,,,,,Mushtaq Khan,Sumona Chakravarti,Navni Parihar,Amar   Sidhu,Nagesh Bhonsle,Anant Jog,,,,,,,,,2010.0,"Maula mere, maula mere 
maula mere, maula mere - 4
aankhein teri - 2, kitni haseen
ki inkaa aashiq, mein ban gayaa hoon
mujhako basaa le, iname tu
(ishq hai
maula mere, maula mere maula mere, maula mere - 2) - 3

ki inakaa aashiq, mein ban gayaa hoon
mujhako basaa le, iname tu

mujhase yeh har ghadi, meraa dil kahe
tum hi ho usaki aarzoo
mujhase yeh har ghadi, mere lab kahe
teri hi ho sab guftagoo
baatein teri itni haseen, main yaad inko jab kartaa hoon
phoolon si aaye, khushaboo

rakh loon chhupaa ke main kahin tujhako
saayaa bhi teraa naa main doon
rakh loon banaa ke kahin ghar, main tujhe
saath tere, main hi rahoon
julfen teri, itni ghani
dekh ke inako, yeh sochataa hoon
saaye me, inake main jiyoon
(ishq hai
maula mere, maula mere maula mere, maula mere - 2) - 3

(meraa dil yahi bolaa, meraa dil yahi bolaa,
yaara raaj yeh usane hai mujh par kholaa
ki hai ishq mohabbat, jiske dil mein
usko pasand karta hai maulaa) - 3",maula mere maula mere maula mere maula mere aankhein teri kitni haseen ki inkaa aashiq mein ban gayaa hoon mujhako basaa le iname tu ishq hai maula mere maula mere maula mere maula mere ki inakaa aashiq mein ban gayaa hoon mujhako basaa le iname tu mujhase yeh har ghadi meraa dil kahe tum hi ho usaki aarzoo mujhase yeh har ghadi mere lab kahe teri hi ho sab guftagoo baatein teri itni haseen main yaad inko jab kartaa hoon phoolon si aaye khushaboo rakh loon chhupaa ke main kahin tujhako saayaa bhi teraa naa main doon rakh loon banaa ke kahin ghar main tujhe saath tere main hi rahoon julfen teri itni ghani dekh ke inako yeh sochataa hoon saaye inake main jiyoon ishq hai maula mere maula mere maula mere maula mere meraa dil yahi bolaa meraa dil yahi bolaa yaara raaj yeh usane hai mujh par kholaa ki hai ishq mohabbat jiske dil mein usko pasand karta hai maulaa
22,Yeh Asmaan Yeh Zameen,-,,,,,,Tutul,Hanif Sheikh,Bapi,Hamza,,,,,,,Mushtaq Khan,Sumona Chakravarti,Navni Parihar,Amar   Sidhu,Nagesh Bhonsle,Anant Jog,,,,,,,,,2010.0,"Ye Asmaan Yeh Zameen
Tu Basi Hai Har Kahin) - 2
Tere Bin Mera Jeena Nahin
(Tere Bin Kuch Nahin, Tere Bin Kuch Nahin) - 4

(Suni Suni Raatein, Balhayein Teri Yaadein
Kahan Le Chali Mujhko Deewangi) - 2
Tu Shums Main Kamar Mein
Zameen Pe Reh Guzar Mein
Hai Rehti Wahan Pe Teri Dilkashi
Ho Na Jaaun Paagal, Ho Na Jaaun Paagal
Hai Kaarvan Phir Bhi Kami
Tu Basi Hai Har Kahin
Tere Bin Mera Jeena Nahin
(Tere Bin Kuch Nahin, Tere Bin Kuch Nahin) - 4

Armaano Mein Basi Hai
Tu Khwabon Mein Basi Hai
Tu Dikhti Har Jagah Pe Tu Kahan Hai Chupi
Hai Doondhi Duniya Saari, Ye Zindagi Guzari
Kahin Te Mile Mujhko Teri Parchai
Ho Gaya Hoon Ghayal, Yaad Aaye Har Pal
Main Kahan Tu Kahin, Aisi Apni Zindagi
Tere Bin Mera Jeena Nahin
(Tere Bin Kuch Nahin, Tere Bin Kuch Nahin) - 4",ye asmaan yeh zameen tu basi hai har kahin tere bin mera jeena nahin tere bin kuch nahin tere bin kuch nahin suni suni raatein balhayein teri yaadein kahan le chali mujhko deewangi tu shums main kamar mein zameen pe reh guzar mein hai rehti wahan pe teri dilkashi ho na jaaun paagal ho na jaaun paagal hai kaarvan phir bhi kami tu basi hai har kahin tere bin mera jeena nahin tere bin kuch nahin tere bin kuch nahin armaano mein basi hai tu khwabon mein basi hai tu dikhti har jagah pe tu kahan hai chupi hai doondhi duniya saari ye zindagi guzari kahin te mile mujhko teri parchai ho gaya hoon ghayal yaad aaye har pal main kahan tu kahin aisi apni zindagi tere bin mera jeena nahin tere bin kuch nahin tere bin kuch nahin
23,Oye Paape Ek Peg De,-,,,,,,Tutul,Hanif Sheikh,Bapi,Kailash kher,,,,,,,Mushtaq Khan,Sumona Chakravarti,Navni Parihar,Amar   Sidhu,Nagesh Bhonsle,Anant Jog,,,,,,,,,2010.0,"Oye Paape Ek Peg De, Aa Masti Hun Labhiye
Oye Gubu Bhugu..
Teri Lak Kardi, Gubu Bhugu Gubu
Teri Akh Kardi, Gubu Bhugu Gubu
Jind Vakh Kardi, Gubu Bhugu Gubu
Tera Kattna Oye Hoye Mainu Maari Jaave
Teri Mundri Vakhri Te Jind Vaari Jaave
Teri Lak Kardi, Gubu Bhugu Gubu
Teri Akh Kardi, Gubu Bhugu Gubu
Jind Vakh Kardi, Gubu Bhugu Gubu Hoya Hu..

Main Jogeya, Main Jogeya
Tere Ishq Ne Kita Mainu Jogeya
Main Jogeya, Main Jogeya
Hun Chad Ke Na Jaanvi Mainu Chaliya
Hoya Hu ..
Oye Paape Ek Peg De, Aa Masti Hun Labhiye
Oye Gubu Bhugu..
Teri Lak Kardi, Gubu Bhugu Gubu
Teri Akh Kardi, Gubu Bhugu Gubu
Jind Vakh Kardi, Gubu Bhugu Gubu
Tera Kattna Oye Hoye Mainu Maari Jaave
Teri Mundri Vakhri Te Jind Vaari Jaave
Oye Lak Kardi, Gubu Bhugu Gubu
Teri Akh Kardi, Gubu Bhugu Gubu
Jind Vakh Kardi, Gubu Bhugu Gubu Hoya Hu..

Main Jogeya, Main Jogeya
Eh Ishq Da Rog Awaleya
Main Jogeya, Main Jogeya
Tere Ishq Ch Ho Gaya Chaleya Hoya Hu..
Oye Paape Ek Peg De, Aa Masti Hun Labhiye
Oye Gubu Bhugu..
Teri Lak Kardi, Gubu Bhugu Gubu
Teri Akh Kardi, Gubu Bhugu Gubu
Jind Vakh Kardi, Gubu Bhugu Gubu
Tera Kattna Oye Hoye Mainu Maari Jaave
Teri Mundri Vakhri Te Jind Vaari Jaave
Oye Lak Kardi, Gubu Bhugu Gubu
Teri Akh Kardi, Gubu Bhugu Gubu
Jind Vakh Kardi, Gubu Bhugu Gubu
Teri Lak Kardi, Gubu Bhugu Gubu
Teri Akh Kardi, Gubu Bhugu Gubu
Jind Vakh Kardi, Gubu Bhugu Gubu",oye paape ek peg de aa masti hun labhiye oye gubu bhugu teri lak kardi gubu bhugu gubu teri akh kardi gubu bhugu gubu jind vakh kardi gubu bhugu gubu tera kattna oye hoye mainu maari jaave teri mundri vakhri te jind vaari jaave teri lak kardi gubu bhugu gubu teri akh kardi gubu bhugu gubu jind vakh kardi gubu bhugu gubu hoya hu main jogeya main jogeya tere ishq ne kita mainu jogeya main jogeya main jogeya hun chad ke na jaanvi mainu chaliya hoya hu oye paape ek peg de aa masti hun labhiye oye gubu bhugu teri lak kardi gubu bhugu gubu teri akh kardi gubu bhugu gubu jind vakh kardi gubu bhugu gubu tera kattna oye hoye mainu maari jaave teri mundri vakhri te jind vaari jaave oye lak kardi gubu bhugu gubu teri akh kardi gubu bhugu gubu jind vakh kardi gubu bhugu gubu hoya hu main jogeya main jogeya eh ishq da rog awaleya main jogeya main jogeya tere ishq ch ho gaya chaleya hoya hu oye paape ek peg de aa masti hun labhiye oye gubu bhugu teri lak kardi gubu bhugu gubu teri akh kardi gubu bhugu gubu jind vakh kardi gubu bhugu gubu tera kattna oye hoye mainu maari jaave teri mundri vakhri te jind vaari jaave oye lak kardi gubu bhugu gubu teri akh kardi gubu bhugu gubu jind vakh kardi gubu bhugu gubu teri lak kardi gubu bhugu gubu teri akh kardi gubu bhugu gubu jind vakh kardi gubu bhugu gubu
24,Isak Se Meetha,Irshad Kamil,,,,,,Pritam,,,Kalpana Patowary,Ajay Jhingran,,,,,,Paritosh Sand,Reema Sen,Paresh Rawal,Ajay Devgn,Atul Tiwari,Pankaj Tripathi,Bipasha Basu,,,,,,,,2010.0,"Tap tap tapke, rosni
Chait chaand ki, chaand ki chaasni
Mann mein iss ka cho bhara
Rass ki pyaali, pyaali main bani

Maine dekh liya hai sab chakh kar - 4 times
Tere isak se meetha kuch bhi nahi - 2 times
Na sehad, na seera, na sakkar - 2 times
Tere isak se meetha kuch bhi nahi - 4 times

Main tupka tupka kadvi thi
Mann qatra qatra zehar bujha
Meri har ik baat ko nain hui
Tann pal pal jal ke roz bujha
Main tupka tupka kadvi thi
Mann qatra qatra zehar bujha
Meri har ik baat ko nain hui
Tann pal pal jal ke roz bujha
Mere deh pe dastak raaton ki
Aur namak bhari kuch baaton ki

Mere deh pe dastak raaton ki
Aur namak bhari kuch baaton ki
Na baat na karti hai barh kar
Maine dekh liya hai sab chakh kar
Tere isak se meetha tha tha ..
Tere isak se meetha kuch bhi nahi - 4 times

Jagmag jilmil lehrein jholi
Jagmag khelein aankh macholi
Bher bhaandh ki meethi boli
Jor bhi de o natkhat boli
Jagmag jilmil lehrein jholi
Jagmag khelein aankh macholi
Bher bhaandh ki meethi boli
Jor bhi de o natkhat boli
Tarpa na tarpa na tarpa na

Mann mehnga mehnga mangta hai
Tann maati maati mol bikey

Mann mehnga mehnga mangta hai
Tann maati maati mol bikey
Iss tann ke grahak laakhon hain
Koi mann ka na khareedaar dikhe

Iss mann ki basti mein paagal
Ik pal ki masti mein paagal
Iss mann ki basti mein paagal
Ik pal ki masti mein paagal

Har gudh, misri ko hans kar
Main ne dekh liya hai chakh kar
Tere isak se meetha kuch bhi nahi - 2 times
Na sehed, na seera, na sakkar - 2 times
Tere isak se meetha kuch bhi nahi ..",tap tap tapke rosni chait chaand ki chaand ki chaasni mann mein iss ka cho bhara rass ki pyaali pyaali main bani maine dekh liya hai sab chakh kar times tere isak se meetha kuch bhi nahi times na sehad na seera na sakkar times tere isak se meetha kuch bhi nahi times main tupka tupka kadvi thi mann qatra qatra zehar bujha meri har ik baat ko nain hui tann pal pal jal ke roz bujha main tupka tupka kadvi thi mann qatra qatra zehar bujha meri har ik baat ko nain hui tann pal pal jal ke roz bujha mere deh pe dastak raaton ki aur namak bhari kuch baaton ki mere deh pe dastak raaton ki aur namak bhari kuch baaton ki na baat na karti hai barh kar maine dekh liya hai sab chakh kar tere isak se meetha tha tha tere isak se meetha kuch bhi nahi times jagmag jilmil lehrein jholi jagmag khelein aankh macholi bher bhaandh ki meethi boli jor bhi de natkhat boli jagmag jilmil lehrein jholi jagmag khelein aankh macholi bher bhaandh ki meethi boli jor bhi de natkhat boli tarpa na tarpa na tarpa na mann mehnga mehnga mangta hai tann maati maati mol bikey mann mehnga mehnga mangta hai tann maati maati mol bikey iss tann ke grahak laakhon hain koi mann ka na khareedaar dikhe iss mann ki basti mein paagal ik pal ki masti mein paagal iss mann ki basti mein paagal ik pal ki masti mein paagal har gudh misri ko hans kar main ne dekh liya hai chakh kar tere isak se meetha kuch bhi nahi times na sehed na seera na sakkar times tere isak se meetha kuch bhi nahi
